Program,Year,State,Data Item,Value
SURVEY,1986,KANSAS,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",69
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2022,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2021,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2019,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2018,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2017,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2016,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",29
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",32
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",33
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",33
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",32
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",33
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",34
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",35
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",35
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",36
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",38
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",39
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",41
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",45
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",46
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",46
SURVEY,2014,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",46
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2013,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2010,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
