Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2019,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,570,000",
SURVEY,2019,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164,
SURVEY,2019,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"170,000",
SURVEY,2019,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"540,000",
SURVEY,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"380,000",
SURVEY,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,144,
SURVEY,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"135,000",
SURVEY,2019,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,800,000",
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,89,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,14,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,72,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,670,000",
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,166,
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,040,000",
SURVEY,2019,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.5,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,450,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,96,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,10,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,84,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,980,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,129,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,421,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,195.4,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,559,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,102.5,
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,568,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, NON-IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,882,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"390,000",
SURVEY,2018,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.5,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,500,000",
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,92,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,7,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,83,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,330,000",
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2018,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,500,000",
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,86,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,14,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,70,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,300,000",
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,187,
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"160,000",
SURVEY,2018,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"485,000",
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"325,000",
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,146,
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"135,000",
SURVEY,2018,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,900,000",
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,88,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,13,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,72,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,170,000",
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,172,
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"670,000",
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,500,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,95,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,15,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,77,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,200,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,132,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,422,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,197.5,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,778,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,107.3,
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,533,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, NON-IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,967,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"250,000",
SURVEY,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21.5,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,400,000",
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,91,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,8,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,81,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,250,000",
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170,
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"70,000",
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,400,000",
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,82,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,14,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,66,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,150,000",
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,177,
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"210,000",
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"500,000",
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,140,
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"135,000",
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,900,000",
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,87,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,14,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,71,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,930,000",
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,174,
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"880,000",
SURVEY,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,100,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,95,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,4,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,12,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,79,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,920,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,142,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,550,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189.3,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,370,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,120.3,
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,635,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, NON-IRRIGATED - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,465,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"150,000",
SURVEY,2016,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19.5,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,650,000",
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,93,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,4,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,8,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,81,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,500,000",
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,163,
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"80,000",
SURVEY,2016,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,550,000",
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,86,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,18,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,66,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,300,000",
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,159,
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"210,000",
SURVEY,2016,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.5,
SURVEY,2016,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"490,000",
SURVEY,2016,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",
