Program,Year,Period,State,State ANSI,Data Item,Value
SURVEY,2020,WEEK #20,VIRGINIA,51,POOR,10
SURVEY,2020,WEEK #20,VIRGINIA,51,VERY POOR,3
SURVEY,2020,WEEK #21,KANSAS,20,EXCELLENT,8
SURVEY,2020,WEEK #21,KANSAS,20,FAIR,30
SURVEY,2020,WEEK #21,KANSAS,20,GOOD,55
SURVEY,2020,WEEK #21,KANSAS,20,POOR,5
SURVEY,2020,WEEK #21,KANSAS,20,VERY POOR,2
SURVEY,2020,WEEK #21,MISSOURI,29,EXCELLENT,6
SURVEY,2020,WEEK #21,MISSOURI,29,FAIR,27
SURVEY,2020,WEEK #21,MISSOURI,29,GOOD,61
SURVEY,2020,WEEK #21,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #21,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #21,OHIO,39,EXCELLENT,7
SURVEY,2020,WEEK #21,OHIO,39,FAIR,32
SURVEY,2020,WEEK #21,OHIO,39,GOOD,47
SURVEY,2020,WEEK #21,OHIO,39,POOR,13
SURVEY,2020,WEEK #21,OHIO,39,VERY POOR,1
SURVEY,2020,WEEK #21,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #21,VIRGINIA,51,FAIR,37
SURVEY,2020,WEEK #21,VIRGINIA,51,GOOD,57
SURVEY,2020,WEEK #21,VIRGINIA,51,POOR,5
SURVEY,2020,WEEK #21,VIRGINIA,51,VERY POOR,0
SURVEY,2020,WEEK #21,WISCONSIN,55,EXCELLENT,23
SURVEY,2020,WEEK #21,WISCONSIN,55,FAIR,19
SURVEY,2020,WEEK #21,WISCONSIN,55,GOOD,56
SURVEY,2020,WEEK #21,WISCONSIN,55,POOR,2
SURVEY,2020,WEEK #21,WISCONSIN,55,VERY POOR,0
SURVEY,2020,WEEK #22,KANSAS,20,EXCELLENT,10
SURVEY,2020,WEEK #22,KANSAS,20,FAIR,26
SURVEY,2020,WEEK #22,KANSAS,20,GOOD,57
SURVEY,2020,WEEK #22,KANSAS,20,POOR,5
SURVEY,2020,WEEK #22,KANSAS,20,VERY POOR,2
SURVEY,2020,WEEK #22,MISSOURI,29,EXCELLENT,7
SURVEY,2020,WEEK #22,MISSOURI,29,FAIR,27
SURVEY,2020,WEEK #22,MISSOURI,29,GOOD,59
SURVEY,2020,WEEK #22,MISSOURI,29,POOR,6
SURVEY,2020,WEEK #22,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #22,OHIO,39,EXCELLENT,10
SURVEY,2020,WEEK #22,OHIO,39,FAIR,31
SURVEY,2020,WEEK #22,OHIO,39,GOOD,52
SURVEY,2020,WEEK #22,OHIO,39,POOR,5
SURVEY,2020,WEEK #22,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #22,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #22,VIRGINIA,51,FAIR,31
SURVEY,2020,WEEK #22,VIRGINIA,51,GOOD,63
SURVEY,2020,WEEK #22,VIRGINIA,51,POOR,5
SURVEY,2020,WEEK #22,VIRGINIA,51,VERY POOR,0
SURVEY,2020,WEEK #22,WISCONSIN,55,EXCELLENT,25
SURVEY,2020,WEEK #22,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #22,WISCONSIN,55,GOOD,58
SURVEY,2020,WEEK #22,WISCONSIN,55,POOR,2
SURVEY,2020,WEEK #22,WISCONSIN,55,VERY POOR,0
SURVEY,2020,WEEK #23,KANSAS,20,EXCELLENT,7
SURVEY,2020,WEEK #23,KANSAS,20,FAIR,33
SURVEY,2020,WEEK #23,KANSAS,20,GOOD,53
SURVEY,2020,WEEK #23,KANSAS,20,POOR,5
SURVEY,2020,WEEK #23,KANSAS,20,VERY POOR,2
SURVEY,2020,WEEK #23,MISSOURI,29,EXCELLENT,9
SURVEY,2020,WEEK #23,MISSOURI,29,FAIR,32
SURVEY,2020,WEEK #23,MISSOURI,29,GOOD,52
SURVEY,2020,WEEK #23,MISSOURI,29,POOR,6
SURVEY,2020,WEEK #23,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #23,OHIO,39,EXCELLENT,11
SURVEY,2020,WEEK #23,OHIO,39,FAIR,32
SURVEY,2020,WEEK #23,OHIO,39,GOOD,50
SURVEY,2020,WEEK #23,OHIO,39,POOR,5
SURVEY,2020,WEEK #23,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #23,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #23,VIRGINIA,51,FAIR,30
SURVEY,2020,WEEK #23,VIRGINIA,51,GOOD,61
SURVEY,2020,WEEK #23,VIRGINIA,51,POOR,6
SURVEY,2020,WEEK #23,VIRGINIA,51,VERY POOR,1
SURVEY,2020,WEEK #23,WISCONSIN,55,EXCELLENT,31
SURVEY,2020,WEEK #23,WISCONSIN,55,FAIR,13
SURVEY,2020,WEEK #23,WISCONSIN,55,GOOD,55
SURVEY,2020,WEEK #23,WISCONSIN,55,POOR,1
SURVEY,2020,WEEK #23,WISCONSIN,55,VERY POOR,0
SURVEY,2020,WEEK #24,KANSAS,20,EXCELLENT,5
SURVEY,2020,WEEK #24,KANSAS,20,FAIR,37
SURVEY,2020,WEEK #24,KANSAS,20,GOOD,49
SURVEY,2020,WEEK #24,KANSAS,20,POOR,7
SURVEY,2020,WEEK #24,KANSAS,20,VERY POOR,2
SURVEY,2020,WEEK #24,MISSOURI,29,EXCELLENT,11
SURVEY,2020,WEEK #24,MISSOURI,29,FAIR,30
SURVEY,2020,WEEK #24,MISSOURI,29,GOOD,52
SURVEY,2020,WEEK #24,MISSOURI,29,POOR,6
SURVEY,2020,WEEK #24,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #24,OHIO,39,EXCELLENT,10
SURVEY,2020,WEEK #24,OHIO,39,FAIR,30
SURVEY,2020,WEEK #24,OHIO,39,GOOD,53
SURVEY,2020,WEEK #24,OHIO,39,POOR,5
SURVEY,2020,WEEK #24,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #24,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #24,VIRGINIA,51,FAIR,28
SURVEY,2020,WEEK #24,VIRGINIA,51,GOOD,67
SURVEY,2020,WEEK #24,VIRGINIA,51,POOR,4
SURVEY,2020,WEEK #24,VIRGINIA,51,VERY POOR,0
SURVEY,2020,WEEK #24,WISCONSIN,55,EXCELLENT,30
SURVEY,2020,WEEK #24,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #24,WISCONSIN,55,GOOD,52
SURVEY,2020,WEEK #24,WISCONSIN,55,POOR,2
SURVEY,2020,WEEK #24,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #25,KANSAS,20,EXCELLENT,6
SURVEY,2020,WEEK #25,KANSAS,20,FAIR,36
SURVEY,2020,WEEK #25,KANSAS,20,GOOD,48
SURVEY,2020,WEEK #25,KANSAS,20,POOR,8
SURVEY,2020,WEEK #25,KANSAS,20,VERY POOR,2
SURVEY,2020,WEEK #25,MISSOURI,29,EXCELLENT,12
SURVEY,2020,WEEK #25,MISSOURI,29,FAIR,24
SURVEY,2020,WEEK #25,MISSOURI,29,GOOD,58
SURVEY,2020,WEEK #25,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #25,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #25,OHIO,39,EXCELLENT,8
SURVEY,2020,WEEK #25,OHIO,39,FAIR,35
SURVEY,2020,WEEK #25,OHIO,39,GOOD,48
SURVEY,2020,WEEK #25,OHIO,39,POOR,7
SURVEY,2020,WEEK #25,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #25,VIRGINIA,51,EXCELLENT,5
SURVEY,2020,WEEK #25,VIRGINIA,51,FAIR,24
SURVEY,2020,WEEK #25,VIRGINIA,51,GOOD,66
SURVEY,2020,WEEK #25,VIRGINIA,51,POOR,4
SURVEY,2020,WEEK #25,VIRGINIA,51,VERY POOR,1
SURVEY,2020,WEEK #25,WISCONSIN,55,EXCELLENT,29
SURVEY,2020,WEEK #25,WISCONSIN,55,FAIR,16
SURVEY,2020,WEEK #25,WISCONSIN,55,GOOD,51
SURVEY,2020,WEEK #25,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #25,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #26,KANSAS,20,EXCELLENT,8
SURVEY,2020,WEEK #26,KANSAS,20,FAIR,35
SURVEY,2020,WEEK #26,KANSAS,20,GOOD,45
SURVEY,2020,WEEK #26,KANSAS,20,POOR,9
SURVEY,2020,WEEK #26,KANSAS,20,VERY POOR,3
SURVEY,2020,WEEK #26,MISSOURI,29,EXCELLENT,12
SURVEY,2020,WEEK #26,MISSOURI,29,FAIR,26
SURVEY,2020,WEEK #26,MISSOURI,29,GOOD,56
SURVEY,2020,WEEK #26,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #26,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #26,OHIO,39,EXCELLENT,8
SURVEY,2020,WEEK #26,OHIO,39,FAIR,29
SURVEY,2020,WEEK #26,OHIO,39,GOOD,55
SURVEY,2020,WEEK #26,OHIO,39,POOR,6
SURVEY,2020,WEEK #26,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #26,VIRGINIA,51,EXCELLENT,3
SURVEY,2020,WEEK #26,VIRGINIA,51,FAIR,29
SURVEY,2020,WEEK #26,VIRGINIA,51,GOOD,64
SURVEY,2020,WEEK #26,VIRGINIA,51,POOR,3
SURVEY,2020,WEEK #26,VIRGINIA,51,VERY POOR,1
SURVEY,2020,WEEK #26,WISCONSIN,55,EXCELLENT,27
SURVEY,2020,WEEK #26,WISCONSIN,55,FAIR,18
SURVEY,2020,WEEK #26,WISCONSIN,55,GOOD,51
SURVEY,2020,WEEK #26,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #26,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #27,KANSAS,20,EXCELLENT,8
SURVEY,2020,WEEK #27,KANSAS,20,FAIR,36
SURVEY,2020,WEEK #27,KANSAS,20,GOOD,44
SURVEY,2020,WEEK #27,KANSAS,20,POOR,9
SURVEY,2020,WEEK #27,KANSAS,20,VERY POOR,3
SURVEY,2020,WEEK #27,MISSOURI,29,EXCELLENT,14
SURVEY,2020,WEEK #27,MISSOURI,29,FAIR,25
SURVEY,2020,WEEK #27,MISSOURI,29,GOOD,55
SURVEY,2020,WEEK #27,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #27,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #27,OHIO,39,EXCELLENT,6
SURVEY,2020,WEEK #27,OHIO,39,FAIR,36
SURVEY,2020,WEEK #27,OHIO,39,GOOD,47
SURVEY,2020,WEEK #27,OHIO,39,POOR,9
SURVEY,2020,WEEK #27,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #27,VIRGINIA,51,EXCELLENT,3
SURVEY,2020,WEEK #27,VIRGINIA,51,FAIR,28
SURVEY,2020,WEEK #27,VIRGINIA,51,GOOD,64
SURVEY,2020,WEEK #27,VIRGINIA,51,POOR,4
SURVEY,2020,WEEK #27,VIRGINIA,51,VERY POOR,1
SURVEY,2020,WEEK #27,WISCONSIN,55,EXCELLENT,32
SURVEY,2020,WEEK #27,WISCONSIN,55,FAIR,17
SURVEY,2020,WEEK #27,WISCONSIN,55,GOOD,47
SURVEY,2020,WEEK #27,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #27,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #28,KANSAS,20,EXCELLENT,9
SURVEY,2020,WEEK #28,KANSAS,20,FAIR,34
SURVEY,2020,WEEK #28,KANSAS,20,GOOD,44
SURVEY,2020,WEEK #28,KANSAS,20,POOR,9
SURVEY,2020,WEEK #28,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #28,MISSOURI,29,EXCELLENT,17
SURVEY,2020,WEEK #28,MISSOURI,29,FAIR,25
SURVEY,2020,WEEK #28,MISSOURI,29,GOOD,54
SURVEY,2020,WEEK #28,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #28,MISSOURI,29,VERY POOR,0
SURVEY,2020,WEEK #28,OHIO,39,EXCELLENT,7
SURVEY,2020,WEEK #28,OHIO,39,FAIR,42
SURVEY,2020,WEEK #28,OHIO,39,GOOD,40
SURVEY,2020,WEEK #28,OHIO,39,POOR,9
SURVEY,2020,WEEK #28,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #28,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #28,VIRGINIA,51,FAIR,37
SURVEY,2020,WEEK #28,VIRGINIA,51,GOOD,42
SURVEY,2020,WEEK #28,VIRGINIA,51,POOR,14
SURVEY,2020,WEEK #28,VIRGINIA,51,VERY POOR,5
SURVEY,2020,WEEK #28,WISCONSIN,55,EXCELLENT,38
SURVEY,2020,WEEK #28,WISCONSIN,55,FAIR,14
SURVEY,2020,WEEK #28,WISCONSIN,55,GOOD,43
SURVEY,2020,WEEK #28,WISCONSIN,55,POOR,4
SURVEY,2020,WEEK #28,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #29,KANSAS,20,EXCELLENT,11
SURVEY,2020,WEEK #29,KANSAS,20,FAIR,32
SURVEY,2020,WEEK #29,KANSAS,20,GOOD,43
SURVEY,2020,WEEK #29,KANSAS,20,POOR,10
SURVEY,2020,WEEK #29,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #29,MISSOURI,29,EXCELLENT,17
SURVEY,2020,WEEK #29,MISSOURI,29,FAIR,22
SURVEY,2020,WEEK #29,MISSOURI,29,GOOD,55
SURVEY,2020,WEEK #29,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #29,MISSOURI,29,VERY POOR,1
SURVEY,2020,WEEK #29,OHIO,39,EXCELLENT,5
SURVEY,2020,WEEK #29,OHIO,39,FAIR,41
SURVEY,2020,WEEK #29,OHIO,39,GOOD,38
SURVEY,2020,WEEK #29,OHIO,39,POOR,12
SURVEY,2020,WEEK #29,OHIO,39,VERY POOR,4
SURVEY,2020,WEEK #29,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #29,VIRGINIA,51,FAIR,33
SURVEY,2020,WEEK #29,VIRGINIA,51,GOOD,33
SURVEY,2020,WEEK #29,VIRGINIA,51,POOR,21
SURVEY,2020,WEEK #29,VIRGINIA,51,VERY POOR,11
SURVEY,2020,WEEK #29,WISCONSIN,55,EXCELLENT,39
SURVEY,2020,WEEK #29,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #29,WISCONSIN,55,GOOD,42
SURVEY,2020,WEEK #29,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #29,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #30,KANSAS,20,EXCELLENT,12
SURVEY,2020,WEEK #30,KANSAS,20,FAIR,28
SURVEY,2020,WEEK #30,KANSAS,20,GOOD,48
SURVEY,2020,WEEK #30,KANSAS,20,POOR,8
SURVEY,2020,WEEK #30,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #30,MISSOURI,29,EXCELLENT,16
SURVEY,2020,WEEK #30,MISSOURI,29,FAIR,20
SURVEY,2020,WEEK #30,MISSOURI,29,GOOD,57
SURVEY,2020,WEEK #30,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #30,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #30,OHIO,39,EXCELLENT,6
SURVEY,2020,WEEK #30,OHIO,39,FAIR,38
SURVEY,2020,WEEK #30,OHIO,39,GOOD,43
SURVEY,2020,WEEK #30,OHIO,39,POOR,10
SURVEY,2020,WEEK #30,OHIO,39,VERY POOR,3
SURVEY,2020,WEEK #30,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #30,VIRGINIA,51,FAIR,39
SURVEY,2020,WEEK #30,VIRGINIA,51,GOOD,29
SURVEY,2020,WEEK #30,VIRGINIA,51,POOR,22
SURVEY,2020,WEEK #30,VIRGINIA,51,VERY POOR,8
SURVEY,2020,WEEK #30,WISCONSIN,55,EXCELLENT,36
SURVEY,2020,WEEK #30,WISCONSIN,55,FAIR,13
SURVEY,2020,WEEK #30,WISCONSIN,55,GOOD,46
SURVEY,2020,WEEK #30,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #30,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #31,KANSAS,20,EXCELLENT,16
SURVEY,2020,WEEK #31,KANSAS,20,FAIR,28
SURVEY,2020,WEEK #31,KANSAS,20,GOOD,45
SURVEY,2020,WEEK #31,KANSAS,20,POOR,8
SURVEY,2020,WEEK #31,KANSAS,20,VERY POOR,3
SURVEY,2020,WEEK #31,MISSOURI,29,EXCELLENT,17
SURVEY,2020,WEEK #31,MISSOURI,29,FAIR,20
SURVEY,2020,WEEK #31,MISSOURI,29,GOOD,57
SURVEY,2020,WEEK #31,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #31,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #31,OHIO,39,EXCELLENT,8
SURVEY,2020,WEEK #31,OHIO,39,FAIR,36
SURVEY,2020,WEEK #31,OHIO,39,GOOD,44
SURVEY,2020,WEEK #31,OHIO,39,POOR,9
SURVEY,2020,WEEK #31,OHIO,39,VERY POOR,3
SURVEY,2020,WEEK #31,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #31,VIRGINIA,51,FAIR,39
SURVEY,2020,WEEK #31,VIRGINIA,51,GOOD,20
SURVEY,2020,WEEK #31,VIRGINIA,51,POOR,24
SURVEY,2020,WEEK #31,VIRGINIA,51,VERY POOR,15
SURVEY,2020,WEEK #31,WISCONSIN,55,EXCELLENT,35
SURVEY,2020,WEEK #31,WISCONSIN,55,FAIR,14
SURVEY,2020,WEEK #31,WISCONSIN,55,GOOD,46
SURVEY,2020,WEEK #31,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #31,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #32,KANSAS,20,EXCELLENT,14
SURVEY,2020,WEEK #32,KANSAS,20,FAIR,27
SURVEY,2020,WEEK #32,KANSAS,20,GOOD,48
SURVEY,2020,WEEK #32,KANSAS,20,POOR,7
SURVEY,2020,WEEK #32,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #32,MISSOURI,29,EXCELLENT,18
SURVEY,2020,WEEK #32,MISSOURI,29,FAIR,19
SURVEY,2020,WEEK #32,MISSOURI,29,GOOD,57
SURVEY,2020,WEEK #32,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #32,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #32,OHIO,39,EXCELLENT,8
SURVEY,2020,WEEK #32,OHIO,39,FAIR,40
SURVEY,2020,WEEK #32,OHIO,39,GOOD,40
SURVEY,2020,WEEK #32,OHIO,39,POOR,9
SURVEY,2020,WEEK #32,OHIO,39,VERY POOR,3
SURVEY,2020,WEEK #32,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #32,VIRGINIA,51,FAIR,32
SURVEY,2020,WEEK #32,VIRGINIA,51,GOOD,29
SURVEY,2020,WEEK #32,VIRGINIA,51,POOR,23
SURVEY,2020,WEEK #32,VIRGINIA,51,VERY POOR,15
SURVEY,2020,WEEK #32,WISCONSIN,55,EXCELLENT,34
SURVEY,2020,WEEK #32,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #32,WISCONSIN,55,GOOD,47
SURVEY,2020,WEEK #32,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #32,WISCONSIN,55,VERY POOR,1
SURVEY,2020,WEEK #33,KANSAS,20,EXCELLENT,15
SURVEY,2020,WEEK #33,KANSAS,20,FAIR,25
SURVEY,2020,WEEK #33,KANSAS,20,GOOD,48
SURVEY,2020,WEEK #33,KANSAS,20,POOR,8
SURVEY,2020,WEEK #33,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #33,MISSOURI,29,EXCELLENT,22
SURVEY,2020,WEEK #33,MISSOURI,29,FAIR,18
SURVEY,2020,WEEK #33,MISSOURI,29,GOOD,54
SURVEY,2020,WEEK #33,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #33,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #33,OHIO,39,EXCELLENT,7
SURVEY,2020,WEEK #33,OHIO,39,FAIR,43
SURVEY,2020,WEEK #33,OHIO,39,GOOD,40
SURVEY,2020,WEEK #33,OHIO,39,POOR,8
SURVEY,2020,WEEK #33,OHIO,39,VERY POOR,2
SURVEY,2020,WEEK #33,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #33,VIRGINIA,51,FAIR,31
SURVEY,2020,WEEK #33,VIRGINIA,51,GOOD,38
SURVEY,2020,WEEK #33,VIRGINIA,51,POOR,20
SURVEY,2020,WEEK #33,VIRGINIA,51,VERY POOR,10
SURVEY,2020,WEEK #33,WISCONSIN,55,EXCELLENT,37
SURVEY,2020,WEEK #33,WISCONSIN,55,FAIR,11
SURVEY,2020,WEEK #33,WISCONSIN,55,GOOD,47
SURVEY,2020,WEEK #33,WISCONSIN,55,POOR,3
SURVEY,2020,WEEK #33,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #34,KANSAS,20,EXCELLENT,16
SURVEY,2020,WEEK #34,KANSAS,20,FAIR,26
SURVEY,2020,WEEK #34,KANSAS,20,GOOD,45
SURVEY,2020,WEEK #34,KANSAS,20,POOR,9
SURVEY,2020,WEEK #34,KANSAS,20,VERY POOR,4
SURVEY,2020,WEEK #34,MISSOURI,29,EXCELLENT,18
SURVEY,2020,WEEK #34,MISSOURI,29,FAIR,21
SURVEY,2020,WEEK #34,MISSOURI,29,GOOD,55
SURVEY,2020,WEEK #34,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #34,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #34,OHIO,39,EXCELLENT,5
SURVEY,2020,WEEK #34,OHIO,39,FAIR,41
SURVEY,2020,WEEK #34,OHIO,39,GOOD,40
SURVEY,2020,WEEK #34,OHIO,39,POOR,11
SURVEY,2020,WEEK #34,OHIO,39,VERY POOR,3
SURVEY,2020,WEEK #34,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #34,VIRGINIA,51,FAIR,31
SURVEY,2020,WEEK #34,VIRGINIA,51,GOOD,29
SURVEY,2020,WEEK #34,VIRGINIA,51,POOR,24
SURVEY,2020,WEEK #34,VIRGINIA,51,VERY POOR,14
SURVEY,2020,WEEK #34,WISCONSIN,55,EXCELLENT,33
SURVEY,2020,WEEK #34,WISCONSIN,55,FAIR,13
SURVEY,2020,WEEK #34,WISCONSIN,55,GOOD,48
SURVEY,2020,WEEK #34,WISCONSIN,55,POOR,4
SURVEY,2020,WEEK #34,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #35,KANSAS,20,EXCELLENT,15
SURVEY,2020,WEEK #35,KANSAS,20,FAIR,29
SURVEY,2020,WEEK #35,KANSAS,20,GOOD,41
SURVEY,2020,WEEK #35,KANSAS,20,POOR,10
SURVEY,2020,WEEK #35,KANSAS,20,VERY POOR,5
SURVEY,2020,WEEK #35,MISSOURI,29,EXCELLENT,16
SURVEY,2020,WEEK #35,MISSOURI,29,FAIR,18
SURVEY,2020,WEEK #35,MISSOURI,29,GOOD,61
SURVEY,2020,WEEK #35,MISSOURI,29,POOR,3
SURVEY,2020,WEEK #35,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #35,OHIO,39,EXCELLENT,5
SURVEY,2020,WEEK #35,OHIO,39,FAIR,38
SURVEY,2020,WEEK #35,OHIO,39,GOOD,40
SURVEY,2020,WEEK #35,OHIO,39,POOR,13
SURVEY,2020,WEEK #35,OHIO,39,VERY POOR,4
SURVEY,2020,WEEK #35,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #35,VIRGINIA,51,FAIR,28
SURVEY,2020,WEEK #35,VIRGINIA,51,GOOD,31
SURVEY,2020,WEEK #35,VIRGINIA,51,POOR,25
SURVEY,2020,WEEK #35,VIRGINIA,51,VERY POOR,15
SURVEY,2020,WEEK #35,WISCONSIN,55,EXCELLENT,30
SURVEY,2020,WEEK #35,WISCONSIN,55,FAIR,14
SURVEY,2020,WEEK #35,WISCONSIN,55,GOOD,50
SURVEY,2020,WEEK #35,WISCONSIN,55,POOR,4
SURVEY,2020,WEEK #35,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #36,KANSAS,20,EXCELLENT,14
SURVEY,2020,WEEK #36,KANSAS,20,FAIR,28
SURVEY,2020,WEEK #36,KANSAS,20,GOOD,39
SURVEY,2020,WEEK #36,KANSAS,20,POOR,12
SURVEY,2020,WEEK #36,KANSAS,20,VERY POOR,7
SURVEY,2020,WEEK #36,MISSOURI,29,EXCELLENT,17
SURVEY,2020,WEEK #36,MISSOURI,29,FAIR,19
SURVEY,2020,WEEK #36,MISSOURI,29,GOOD,57
SURVEY,2020,WEEK #36,MISSOURI,29,POOR,5
SURVEY,2020,WEEK #36,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #36,OHIO,39,EXCELLENT,4
SURVEY,2020,WEEK #36,OHIO,39,FAIR,36
SURVEY,2020,WEEK #36,OHIO,39,GOOD,45
SURVEY,2020,WEEK #36,OHIO,39,POOR,11
SURVEY,2020,WEEK #36,OHIO,39,VERY POOR,4
SURVEY,2020,WEEK #36,VIRGINIA,51,EXCELLENT,2
SURVEY,2020,WEEK #36,VIRGINIA,51,FAIR,31
SURVEY,2020,WEEK #36,VIRGINIA,51,GOOD,29
SURVEY,2020,WEEK #36,VIRGINIA,51,POOR,23
SURVEY,2020,WEEK #36,VIRGINIA,51,VERY POOR,15
SURVEY,2020,WEEK #36,WISCONSIN,55,EXCELLENT,32
SURVEY,2020,WEEK #36,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #36,WISCONSIN,55,GOOD,46
SURVEY,2020,WEEK #36,WISCONSIN,55,POOR,5
SURVEY,2020,WEEK #36,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #37,KANSAS,20,EXCELLENT,13
SURVEY,2020,WEEK #37,KANSAS,20,FAIR,28
SURVEY,2020,WEEK #37,KANSAS,20,GOOD,41
SURVEY,2020,WEEK #37,KANSAS,20,POOR,12
SURVEY,2020,WEEK #37,KANSAS,20,VERY POOR,6
SURVEY,2020,WEEK #37,MISSOURI,29,EXCELLENT,17
SURVEY,2020,WEEK #37,MISSOURI,29,FAIR,20
SURVEY,2020,WEEK #37,MISSOURI,29,GOOD,57
SURVEY,2020,WEEK #37,MISSOURI,29,POOR,4
SURVEY,2020,WEEK #37,MISSOURI,29,VERY POOR,2
SURVEY,2020,WEEK #37,OHIO,39,EXCELLENT,5
SURVEY,2020,WEEK #37,OHIO,39,FAIR,37
SURVEY,2020,WEEK #37,OHIO,39,GOOD,42
SURVEY,2020,WEEK #37,OHIO,39,POOR,12
SURVEY,2020,WEEK #37,OHIO,39,VERY POOR,4
SURVEY,2020,WEEK #37,VIRGINIA,51,EXCELLENT,1
SURVEY,2020,WEEK #37,VIRGINIA,51,FAIR,31
SURVEY,2020,WEEK #37,VIRGINIA,51,GOOD,30
SURVEY,2020,WEEK #37,VIRGINIA,51,POOR,24
SURVEY,2020,WEEK #37,VIRGINIA,51,VERY POOR,14
SURVEY,2020,WEEK #37,WISCONSIN,55,EXCELLENT,32
SURVEY,2020,WEEK #37,WISCONSIN,55,FAIR,15
SURVEY,2020,WEEK #37,WISCONSIN,55,GOOD,46
SURVEY,2020,WEEK #37,WISCONSIN,55,POOR,5
SURVEY,2020,WEEK #37,WISCONSIN,55,VERY POOR,2
SURVEY,2020,WEEK #38,KANSAS,20,EXCELLENT,11
